,type,id,attributes.accession,attributes.samples-count,attributes.bioproject,attributes.is-private,attributes.secondary-accession,attributes.centre-name,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.biomes.links.related,relationships.biomes.data,relationships.publications.links.related,relationships.samples.links.related,relationships.analyses.links.related,relationships.downloads.links.related,links.self
10,studies,MGYS00006431,MGYS00006431,24,PRJNA982880,False,SRP442920,University of Alabama at Birmingham,,"Prior investigations of the airway microbiome have inconsistently shown an association between bacterial community composition and bronchopulmonary dysplasia (BPD) development. However, these prior studies have focused exclusively on the bacterial microbiome. Here, we show features of the intestinal fungal microbiome predict the development of BPD in very low birthweight preterm newborns, and that this effect is transferable into mice with fecal microbiota transplant.",The fungal intestinal microbiota predict the development of bronchopulmonary dysplasia,HARVESTED,2023-09-26T14:44:06,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Large intestine:Fecal', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006431
11,studies,MGYS00006528,MGYS00006528,16,PRJNA496030,False,SRP165644,NNF-CFB DTU,,To understand the allelic spectra in well documented genes in Pseudomonas aeruginosa and track their dynamics in longitudinal patient samples,Pseudomonas aeruginosa population sequencing,HARVESTED,2023-09-26T13:02:41,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006528/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006528/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006528/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006528/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006528/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006528/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006528
12,studies,MGYS00006472,MGYS00006472,629,PRJNA392272,False,SRP110811,University of Pennsylvania,,"To determine if any microbes are enriched in sarcoidosis relative to healthy controls. 16S, ITS tagged sequencing; shotgun sequencing; viral purification and sequencing.",Examination of microbes in sarcoidosis BAL and tissue. Raw sequence reads,HARVESTED,2023-09-26T12:26:39,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006472/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006472/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006472/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006472/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006472/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006472/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006472
13,studies,MGYS00006522,MGYS00006522,342,PRJNA940725,False,SRP425510,University of Pittsburgh,,A re-sequencing of Lung HIV Microbiome Project (LHMP) BAL/OW/IS gDNA samples on the Illumina MiSeq platform using the V4 Caporaso primer set.,LHMP - 16S V4 Sequencing of BAL/OW/IS samples on MiSeq Platform,HARVESTED,2023-09-26T10:35:30,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006522/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006522/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006522/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006522/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006522/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006522/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006522
14,studies,MGYS00006501,MGYS00006501,231,PRJNA437984,False,SRP135694,University of Toronto,,"The characterization of bacterial communities using DNA sequencing has revolutionized our ability to study microbes in nature and discover the ways in which microbial communities affect ecosystem functioning and human health. Here we describe Serial Illumina Sequencing (SI-Seq): a method for deep sequencing of the bacterial 16S rRNA gene using next-generation sequencing technology. SI-Seq serially sequences portions of the V5, V6 and V7 hypervariable regions from barcoded 16S rRNA amplicons using an Illumina short-read genome analyzer. SI-Seq obtains taxonomic resolution similar to 454 pyrosequencing for a fraction of the cost, and can produce hundreds of thousands of reads per sample even with very high multiplexing. We validated SI-Seq using single species and mock community controls, and via a comparison to cystic fibrosis lung microbiota sequenced using 454 FLX Titanium. Our control runs show that SI-Seq has a dynamic range of at least five orders of magnitude, can classify >96% of sequences to the genus level, and performs just as well as 454 and paired-end Illumina methods in estimation of standard microbial ecology diversity measurements. We illustrate the utility of SI-Seq in a pilot sample of central airway secretion samples from cystic fibrosis patients.",Analysis of the Cystic Fibrosis Lung Microbiota via Serial Illumina Sequencing,HARVESTED,2023-09-26T10:31:21,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006501/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006501/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006501/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006501/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006501/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006501/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006501
15,studies,MGYS00006527,MGYS00006527,160,PRJNA555084,False,SRP216282,University of Washington,,"Immunocompromised patients are at increased risk for pneumonia. Standard microbiological culture may fail to identify unusual or unexpected organisms; culture-independent methods have improved our ability to deconvolute polymicrobial patient samples. We hypothesized that a more complete assessment of the microbial composition of bronchoalveolar lavage (BAL) samples would identify changes to routine clinical laboratory procedures that improve pathogen recovery. 20 consecutive BAL samples from oncology or transplant patients were plated to three standard and four additional media, and cultivable bacteria present were identified by next-generation 16S rRNA gene sequencing (NGS16S) analysis of DNA extracted from washed culture plates. NGS16S analysis was also performed on DNA extracted directly from patient samples. 96% of all organisms identified were cultivable, but only 21% were reported by standard culture, indicating that standard work-up can be further optimized. Direct NGS16S correlated well with standard culture results, identifying the same predominant organism in 50% of samples. When different predominant organisms were identified, NGS16S most often detected anaerobes, whose growth is unsupported by standard culture conditions. Brucella agar was the best single value-added media, supporting the growth of the largest number of organisms for the most specimens. Anaerobes are underappreciated BAL constituents. NGS16S identifies more organisms per sample and allows identification of fastidious organisms, while culture is better at capturing organisms when bacterial load is low, and allows incidental recovery of non-bacterial pathogens such as yeast or molds. Molecular and culture-based methods together detect more relevant organisms in clinical samples than either method alone.",Augmentation of Standard Clinical Microbiological Culture with Next Generation Sequencing Improves Diagnosis in Bronchoalveolar Lavage Specimens,HARVESTED,2023-09-26T09:54:58,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006527/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006527/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006527/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006527/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006527/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006527/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006527
16,studies,MGYS00006524,MGYS00006524,425,PRJNA548310,False,SRP201083,University of Dundee,,"Microbiome sequencing of induced sputum samples from patients with COPD, Bronchiectasis or COPD and Bronchiectasis taking during periods of disease stability and during exacerbations.",Human respiratory disease lung microbiome,HARVESTED,2023-09-25T23:24:44,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006524/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006524/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006524/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006524/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006524/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006524/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006524
17,studies,MGYS00006526,MGYS00006526,46,PRJNA554461,False,SRP214694,University of Pittsburgh,,"Metagenomic sequencing of respiratory microbial communities for etiologic pathogen identification in pneumonia may help overcome the limitations of current culture-based methods. We examined the feasibility and clinical validity of rapid-turnaround metagenomics with Nanopore sequencing for severe pneumonia diagnosis. We conducted a case-control study of mechanically-ventilated patients with and without pneumonia. We collected endotracheal aspirate samples (ETAs) and applied a microbial DNA enrichment method prior to performing metagenomic sequencing with the Oxford Nanopore MinION device. We compared Nanopore results against clinical microbiologic cultures and bacterial 16S rRNA gene sequencing. We demonstrated technical feasibility and proof-of-concept clinical validity of Nanopore metagenomics for severe pneumonia diagnosis, with striking concordance with positive clinical cultures and insights into the composition of culture-negative samples. Prospective studies with real-time metagenomics are warranted to examine the impact on antimicrobial decision-making and clinical outcomes.",Metagenomic Identification of Severe Pneumonia Pathogens in Mechanically-Ventilated Patients,HARVESTED,2023-09-25T23:17:38,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006526/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006526/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006526/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006526/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006526/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006526/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006526
18,studies,MGYS00006525,MGYS00006525,122,PRJNA553560,False,SRP213919,University of Michigan,,The goal of this project was to determine the relationship between lung microbiota and clinical outcomes in critically ill patients. Miniature bronchoalveolar lavage was performed within 24 hours of admission on critically ill patients receiving mechanical ventilation. Bacterial communities were characterized using 16S rRNA gene amplicon sequencing using the Illumina MiSeq platform.,Lung Microbiota of Critically Ill Patients Receiving Mechanical Ventilation,HARVESTED,2023-09-25T23:03:51,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006525/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006525/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006525/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006525/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006525/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006525/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006525
19,studies,MGYS00002073,MGYS00002073,14,PRJEB23435,False,ERP105190,"NORTHUMBRIA UNIVERSITY, NEWCASTLE",,"Exhaled breath condensate is a promising way in identifying biomarkers of lung disease but the  current devices used have disadvantages. The EcoScreen has the disadvantage of not being portable and the R-Tube cannot efficiently keep the sample cool. A 'prototpye' was been created to alleviate these issues. With the 'prototype', EBC  samples were taken and files were concatenated together with md5 checksums allowing for data verification. Data was uploaded and results were compared to current type of collection devices.",The Investigation and Analysis of Microbiomic Data Relating to Diseases Surrounding the Deep Lung Tissue,SUBMITTED,2023-09-25T21:18:21,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002073/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002073/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002073/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002073/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002073/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002073/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002073
20,studies,MGYS00006476,MGYS00006476,76,PRJNA516442,False,SRP188475,University of Washington,,"Metagenomic sequencing is a promising approach for identifying and characterizing organisms and their functional characteristics in complex, polymicrobial infections, such as airway infections in people with cystic fibrosis. These analyses are often hampered, however, by overwhelming quantities of human DNA, yielding only a small proportion of microbial reads for analysis. Additionally, many abundant microbes in respiratory samples can produce large quantities of extracellular bacterial DNA originating either from biofilms or dead cells. This study describes a method for simultaneously depleting DNA from intact human cells and extracellular DNA (human and bacterial) in sputum, using selective lysis of eukaryotic cells and endonuclease digestion. This method increases microbial sequencing depth and, consequently, both the number of taxa detected and coverage of individual genes such as those involved in antibiotic resistance, underscoring the substantial impact of DNA from sources other than live bacteria in microbiological analyses of complex, chronic infection specimens.",Depletion of human DNA from complex clinical samples for metagenomic sequencing,HARVESTED,2023-09-25T21:14:04,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006476/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006476/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006476/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006476/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006476/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006476/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006476
21,studies,MGYS00006496,MGYS00006496,106,PRJNA415608,False,SRP122946,Minneapolis VA,,"The rationale for the present study is that evaluation of the pathogenic character of the COPD lung microbiota has been hindered by concerns that oral taxa found in the COPD lung microbiota are the result of sample contamination rather than aspiration. Therefore, we have designed the present study to sample the mild or moderate COPD lung tissue microbiota surgically—without passing the sample through the oropharynx—and avoiding potential upper airway contamination of lung samples. Demonstrating that oral microbes are true components of the COPD lung microbiota will implicate aspiration as a potential pathogenic mechanism in COPD. We hypothesized that oral bacteria are true members of the early-stage COPD lung microbiota and exhibit ecologic drift.",16S sequencing from human airway sites Raw sequence reads,HARVESTED,2023-09-25T21:10:40,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006496/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006496/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006496/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006496/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006496/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006496/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006496
22,studies,MGYS00006484,MGYS00006484,118,PRJNA324582,False,SRP076183,mothur,,Here we assess for changes in the lung microbiome in the bronchoalveaolar lavage fluid of patients with the acute respiratory distress syndrome,Lung microbiota in the acute respiratory distress syndrome,HARVESTED,2023-09-25T21:09:04,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006484/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006484/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006484/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006484/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006484/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006484/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006484
23,studies,MGYS00006477,MGYS00006477,715,PRJNA380493,False,SRP102480,GlaxoSmithKline R&D,,Understanding the lung microbiome dynamics and its dysbiosis in COPDMAP cohort,COPDMAP lung microbiome,HARVESTED,2023-09-25T21:07:11,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006477/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006477/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006477/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006477/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006477/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006477/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006477
24,studies,MGYS00006523,MGYS00006523,1,PRJNA464268,False,SRP145042,Qilu Children’s Hospital of Shandong University,,"We are the First study results clarify and characterize the variation of equilibrium of oral microbiome in non-smoking female lung cancer. Our ultimate goal is to put different experimental and methodological views into perspective for better understand flora changes upon disease onset or between different disease stages. The role of oral microbiota composition is important to evaluate how oral microbiomes biomarker at the community level could provide improved assessment in individuals and populations at risk, especially in the context of developing non-invasive diagnostic tests.",human oral metagenome Raw sequence reads,HARVESTED,2023-09-25T21:06:29,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006523/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006523/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006523/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006523/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006523/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006523/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006523
25,studies,MGYS00006520,MGYS00006520,352,PRJNA545477,False,SRP200046,University of Michigan,,The goal of this experiment was to determine the relationship between lung microbiota and lung inflammation in genetically-identical mice exposed to various durations of acute hyperoxia. 10-week old mice (C57Bl/6) were exposed to 95% FiO2 (hyperoxia) for 24 or 48 hours. Bacterial communities were characterized using 16S rRNA gene sequencing.,"Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury, part III",HARVESTED,2023-09-25T21:05:23,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006520/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006520/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006520/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006520/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006520/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006520/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006520
26,studies,MGYS00006521,MGYS00006521,28,PRJNA550234,False,SRP211744,Nanyang Technological University,,Fetal and placental tissue samples were assessed by targeted 16s rRNA gene amplicon sequencing to characterize associated microbiota.,Analysis of the fetal lung microbiome,HARVESTED,2023-09-25T20:17:09,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006521/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006521/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006521/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006521/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006521/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006521/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006521
27,studies,MGYS00006519,MGYS00006519,228,PRJNA545494,False,SRP200043,University of Michigan,,"The goal of this experiment was to determine the relationship between gut microbiota and lung inflammation in genetically-identical mice exposured to various durations of acute hyperoxia. 10-week old mice (C57Bl/6) were exposed to 95% FiO2 (hyperoxia) for 0, 24, 48, or 72 hours. Bacterial communities were characterized using 16S rRNA gene sequencing.","Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury, part IV",HARVESTED,2023-09-25T20:08:54,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006519/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006519/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006519/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006519/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006519/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006519/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006519
28,studies,MGYS00006518,MGYS00006518,113,PRJNA545314,False,SRP200040,University of Michigan,,The goal of this experiment was to determine the effects of hyperoxia on the microbiota of developing lungs. Newborn mouse pups were exposed either to 21% FiO2 (room air) or 75% FiO2 (hyperoxia) for two weeks. Bacterial communities were characterized using 16S rRNA gene sequencing.,"Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury, part I",HARVESTED,2023-09-25T19:26:50,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006518/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006518/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006518/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006518/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006518/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006518/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006518
29,studies,MGYS00006517,MGYS00006517,70,PRJNA545329,False,SRP200039,University of Michigan,,"The goal of this experiment was to determine the effects of hyperoxia on the microbiota of lungs of adult mice. 10-week old mice (C57Bl/6) were exposed to 95% FiO2 (hyperoxia) for 0, 24, 48, or 72 hours. Bacterial communities were characterized using 16S rRNA gene sequencing.","Lung and gut microbiota are altered by hyperoxia and contribute to oxygen-induced lung injury, part II",HARVESTED,2023-09-25T19:04:04,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006517/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006517/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Respiratory system:Pulmonary system:Lung', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system:Lung'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006517/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006517/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006517/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006517/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00006517
